Vuosi;Kk;Pv;Klo;RH;C
2020;10;6;12:50;87;11,7
2020;10;6;13:00;87;11,7
2020;10;6;13:10;86;11,8
2020;10;6;13:20;86;11,8
2020;10;6;13:30;87;11,8
2020;10;6;13:40;86;11,8
2020;10;6;13:50;86;11,8
2020;10;6;14:00;86;11,9
2020;10;6;14:10;86;11,9
2020;10;6;14:20;86;11,9
2020;10;6;14:30;87;11,8
2020;10;6;14:40;87;11,8
2020;10;6;14:50;88;11,7
2020;10;6;15:00;88;11,6
2020;10;6;15:10;88;11,6
2020;10;6;15:20;88;11,6
2020;10;6;15:30;89;11,6
2020;10;6;15:40;89;11,5
2020;10;6;15:50;89;11,5
2020;10;6;16:00;89;11,4
2020;10;6;16:10;90;11,3
2020;10;6;16:20;91;11,1
2020;10;6;16:30;91;11,3
2020;10;6;16:40;91;11,3
2020;10;6;16:50;91;11,3
2020;10;6;17:00;91;11,3
2020;10;6;17:10;92;11,1
2020;10;6;17:20;92;11
2020;10;6;17:30;93;11
2020;10;6;17:40;93;10,9
2020;10;6;17:50;93;11
2020;10;6;18:00;93;11,1
2020;10;6;18:10;93;11,2
2020;10;6;18:20;94;11,2
2020;10;6;18:30;94;11,3
2020;10;6;18:40;94;11,4
2020;10;6;18:50;94;11,6
2020;10;6;19:00;94;11,8
2020;10;6;19:10;95;12
2020;10;6;19:20;95;12,2
2020;10;6;19:30;94;12,4
2020;10;6;19:40;94;12,5
2020;10;6;19:50;95;12,5
2020;10;6;20:00;95;12,7
2020;10;6;20:10;93;13
2020;10;6;20:20;93;13
2020;10;6;20:30;94;13
2020;10;6;20:40;94;13
2020;10;6;20:50;95;13
2020;10;6;21:00;95;13
2020;10;6;21:10;96;13
2020;10;6;21:20;96;12,9
2020;10;6;21:30;95;13
2020;10;6;21:40;96;12,9
2020;10;6;21:50;97;12,8
2020;10;6;22:00;96;12,9
2020;10;6;22:10;97;12,8
2020;10;6;22:20;96;12,9
2020;10;6;22:30;97;12,8
2020;10;6;22:40;96;12,8
2020;10;6;22:50;97;12,7
2020;10;6;23:00;97;12,6
2020;10;6;23:10;97;12,6
2020;10;6;23:20;97;12,6
2020;10;6;23:30;97;12,6
2020;10;6;23:40;97;12,6
2020;10;6;23:50;97;12,5
2020;10;7;0:00;97;12,5
2020;10;7;0:10;97;12,4
2020;10;7;0:20;97;12,3
2020;10;7;0:30;97;12,2
2020;10;7;0:40;98;12
2020;10;7;0:50;98;11,9
2020;10;7;1:00;98;11,6
2020;10;7;1:10;98;11,5
2020;10;7;1:20;99;11,5
2020;10;7;1:30;99;11,1
2020;10;7;1:40;99;11,4
2020;10;7;1:50;99;11,5
2020;10;7;2:00;99;11,5
2020;10;7;2:10;100;11,4
2020;10;7;2:20;100;11,4
2020;10;7;2:30;100;11,4
2020;10;7;2:40;99;11,4
2020;10;7;2:50;100;11,4
2020;10;7;3:00;100;11,4
2020;10;7;3:10;100;11,4
2020;10;7;3:20;100;11,4
2020;10;7;3:30;99;11,4
2020;10;7;3:40;99;11,4
2020;10;7;3:50;99;11,4
2020;10;7;4:00;98;11,4
2020;10;7;4:10;98;11,4
2020;10;7;4:20;98;11,4
2020;10;7;4:30;97;11,4
2020;10;7;4:40;97;11,5
2020;10;7;4:50;97;11,4
2020;10;7;5:00;96;11,5
2020;10;7;5:10;96;11,5
2020;10;7;5:20;95;11,6
2020;10;7;5:30;96;11,6
2020;10;7;5:40;94;11,7
2020;10;7;5:50;94;11,7
2020;10;7;6:00;95;11,7
2020;10;7;6:10;95;11,8
2020;10;7;6:20;92;11,8
2020;10;7;6:30;94;11,8
2020;10;7;6:40;93;11,9
2020;10;7;6:50;93;11,9
2020;10;7;7:00;92;12
2020;10;7;7:10;93;12
2020;10;7;7:20;93;12
2020;10;7;7:30;93;12,1
2020;10;7;7:40;93;12,1
2020;10;7;7:50;94;12,1
2020;10;7;8:00;94;12
2020;10;7;8:10;93;12,1
2020;10;7;8:20;93;12,1
2020;10;7;8:30;92;12,1
2020;10;7;8:40;93;12,3
2020;10;7;8:50;93;12,2
2020;10;7;9:00;92;12,4
2020;10;7;9:10;;
2020;10;7;9:20;;
2020;10;7;9:30;89;12,9
2020;10;7;9:40;86;13,5
2020;10;7;9:50;83;13,5
2020;10;7;10:00;83;13,6
2020;10;7;10:10;83;13,4
2020;10;7;10:20;82;13,6
2020;10;7;10:30;82;13,6
2020;10;7;10:40;81;13,7
2020;10;7;10:50;82;13,8
2020;10;7;11:00;81;13,8
2020;10;7;11:10;80;14
2020;10;7;11:20;76;14
2020;10;7;11:30;75;14
2020;10;7;11:40;76;14,1
2020;10;7;11:50;79;14
2020;10;7;12:00;78;13,9
2020;10;7;12:10;78;13,9
2020;10;7;12:20;79;13,9
2020;10;7;12:30;79;13,9
2020;10;7;12:40;81;13,9
2020;10;7;12:50;80;14,2
2020;10;7;13:00;80;14
2020;10;7;13:10;79;14,1
2020;10;7;13:20;78;14
2020;10;7;13:30;78;14,4
2020;10;7;13:40;77;14,2
2020;10;7;13:50;79;13,8
2020;10;7;14:00;81;13,5
2020;10;7;14:10;82;13,3
2020;10;7;14:20;83;13,3
2020;10;7;14:30;83;13,1
2020;10;7;14:40;84;13
2020;10;7;14:50;85;12,8
2020;10;7;15:00;86;12,5
2020;10;7;15:10;88;12,3
2020;10;7;15:20;89;12
2020;10;7;15:30;90;11,5
2020;10;7;15:40;91;11,5
2020;10;7;15:50;91;11,5
2020;10;7;16:00;91;11,4
2020;10;7;16:10;91;11,3
2020;10;7;16:20;92;11,1
2020;10;7;16:30;90;11,6
2020;10;7;16:40;91;11,4
2020;10;7;16:50;92;11,4
2020;10;7;17:00;92;11,4
2020;10;7;17:10;93;11,1
2020;10;7;17:20;93;11,2
2020;10;7;17:30;93;11
2020;10;7;17:40;94;10,8
2020;10;7;17:50;95;10,7
2020;10;7;18:00;95;10,5
2020;10;7;18:10;96;10,4
2020;10;7;18:20;97;10,3
2020;10;7;18:30;97;10,3
2020;10;7;18:40;97;10,2
2020;10;7;18:50;97;9,9
2020;10;7;19:00;98;10
2020;10;7;19:10;97;9,9
2020;10;7;19:20;98;9,8
2020;10;7;19:30;98;9,7
2020;10;7;19:40;98;9,8
2020;10;7;19:50;99;9,6
2020;10;7;20:00;98;9,7
2020;10;7;20:10;98;9,6
2020;10;7;20:20;99;9,5
2020;10;7;20:30;99;9,7
2020;10;7;20:40;99;9,6
2020;10;7;20:50;99;9,6
2020;10;7;21:00;99;9,6
2020;10;7;21:10;100;9,7
2020;10;7;21:20;100;9,7
2020;10;7;21:30;100;9,7
2020;10;7;21:40;100;9,9
2020;10;7;21:50;100;9,9
2020;10;7;22:00;100;9,9
2020;10;7;22:10;100;9,8
2020;10;7;22:20;100;9,8
2020;10;7;22:30;100;9,8
2020;10;7;22:40;100;9,8
2020;10;7;22:50;100;9,8
2020;10;7;23:00;100;9,8
2020;10;7;23:10;100;9,7
2020;10;7;23:20;100;9,7
2020;10;7;23:30;100;9,7
2020;10;7;23:40;100;9,8
2020;10;7;23:50;100;9,8
2020;10;8;0:00;100;9,8
2020;10;8;0:10;100;9,9
2020;10;8;0:20;100;9,9
2020;10;8;0:30;100;9,9
2020;10;8;0:40;100;9,9
2020;10;8;0:50;100;9,8
2020;10;8;1:00;100;9,9
2020;10;8;1:10;100;9,9
2020;10;8;1:20;100;9,9
2020;10;8;1:30;100;9,9
2020;10;8;1:40;100;10
2020;10;8;1:50;100;10
2020;10;8;2:00;100;10,1
2020;10;8;2:10;100;10,1
2020;10;8;2:20;100;10,1
2020;10;8;2:30;100;10,2
2020;10;8;2:40;100;10,2
2020;10;8;2:50;100;10,2
2020;10;8;3:00;100;10,2
2020;10;8;3:10;100;10,2
2020;10;8;3:20;100;10,2
2020;10;8;3:30;100;10,2
2020;10;8;3:40;100;10,2
2020;10;8;3:50;100;10,2
2020;10;8;4:00;100;10,3
2020;10;8;4:10;100;10,4
2020;10;8;4:20;100;10,5
2020;10;8;4:30;100;10,6
2020;10;8;4:40;100;10,7
2020;10;8;4:50;100;10,8
2020;10;8;5:00;100;10,8
2020;10;8;5:10;100;10,9
2020;10;8;5:20;100;11
2020;10;8;5:30;100;11,1
2020;10;8;5:40;100;11,2
2020;10;8;5:50;100;11,3
2020;10;8;6:00;100;11,4
2020;10;8;6:10;100;11,4
2020;10;8;6:20;100;11,5
2020;10;8;6:30;100;11,5
2020;10;8;6:40;100;11,6
2020;10;8;6:50;100;11,6
2020;10;8;7:00;100;11,7
2020;10;8;7:10;100;11,8
2020;10;8;7:20;100;11,8
2020;10;8;7:30;100;11,9
2020;10;8;7:40;100;12
2020;10;8;7:50;100;12
2020;10;8;8:00;99;12,1
2020;10;8;8:10;99;12,1
2020;10;8;8:20;99;12,2
2020;10;8;8:30;99;12,2
2020;10;8;8:40;99;12,2
2020;10;8;8:50;99;12,2
2020;10;8;9:00;99;12,3
2020;10;8;9:10;99;12,3
2020;10;8;9:20;100;12,3
2020;10;8;9:30;100;12,3
2020;10;8;9:40;99;12,4
2020;10;8;9:50;99;12,4
2020;10;8;10:00;99;12,5
2020;10;8;10:10;99;12,5
2020;10;8;10:20;99;12,5
2020;10;8;10:30;99;12,6
2020;10;8;10:40;99;12,5
2020;10;8;10:50;99;12,5
2020;10;8;11:00;99;12,5
2020;10;8;11:10;99;12,5
2020;10;8;11:20;99;12,6
2020;10;8;11:30;99;12,6
2020;10;8;11:40;98;12,6
2020;10;8;11:50;98;12,6
2020;10;8;12:00;98;12,6
2020;10;8;12:10;98;12,6
2020;10;8;12:20;99;12,6
2020;10;8;12:30;97;12,6
2020;10;8;12:40;97;12,6
2020;10;8;12:50;96;12,7
2020;10;8;13:00;96;12,7
2020;10;8;13:10;96;12,7
2020;10;8;13:20;95;12,6
2020;10;8;13:30;96;12,6
2020;10;8;13:40;96;12,5
2020;10;8;13:50;98;12,5
2020;10;8;14:00;96;12,5
2020;10;8;14:10;96;12,5
2020;10;8;14:20;96;12,5
2020;10;8;14:30;96;12,3
2020;10;8;14:40;96;12,2
2020;10;8;14:50;96;12,1
2020;10;8;15:00;97;12
2020;10;8;15:10;97;12,1
2020;10;8;15:20;96;12
2020;10;8;15:30;96;12
2020;10;8;15:40;97;11,9
2020;10;8;15:50;97;11,9
2020;10;8;16:00;98;11,8
2020;10;8;16:10;97;11,9
2020;10;8;16:20;97;11,9
2020;10;8;16:30;97;11,8
2020;10;8;16:40;97;11,7
2020;10;8;16:50;97;11,7
2020;10;8;17:00;97;11,7
2020;10;8;17:10;97;11,8
2020;10;8;17:20;98;11,6
2020;10;8;17:30;98;11,5
2020;10;8;17:40;98;11,3
2020;10;8;17:50;98;11,2
2020;10;8;18:00;99;11
2020;10;8;18:10;99;10,9
2020;10;8;18:20;99;10,7
2020;10;8;18:30;99;10,7
2020;10;8;18:40;99;10,6
2020;10;8;18:50;99;10,9
2020;10;8;19:00;99;11
2020;10;8;19:10;100;11
2020;10;8;19:20;100;11
2020;10;8;19:30;100;11,1
2020;10;8;19:40;99;11,3
2020;10;8;19:50;99;11,4
2020;10;8;20:00;99;11,4
2020;10;8;20:10;98;11,5
2020;10;8;20:20;98;11,5
2020;10;8;20:30;98;11,5
2020;10;8;20:40;98;11,5
2020;10;8;20:50;98;11,5
2020;10;8;21:00;98;11,5
2020;10;8;21:10;98;11,6
2020;10;8;21:20;98;11,6
2020;10;8;21:30;97;11,6
2020;10;8;21:40;97;11,7
2020;10;8;21:50;97;11,6
2020;10;8;22:00;97;11,6
2020;10;8;22:10;97;11,6
2020;10;8;22:20;98;11,6
2020;10;8;22:30;97;11,5
2020;10;8;22:40;98;11,5
2020;10;8;22:50;98;11,5
2020;10;8;23:00;98;11,4
2020;10;8;23:10;98;11,4
2020;10;8;23:20;98;11,4
2020;10;8;23:30;98;11,4
2020;10;8;23:40;98;11,4
2020;10;8;23:50;99;11,4
2020;10;9;0:00;99;11,4
2020;10;9;0:10;99;11,4
2020;10;9;0:20;99;11,3
2020;10;9;0:30;98;11,2
2020;10;9;0:40;98;11,2
2020;10;9;0:50;98;11,2
2020;10;9;1:00;98;11,1
2020;10;9;1:10;98;11
2020;10;9;1:20;99;11
2020;10;9;1:30;98;11,1
2020;10;9;1:40;99;11
2020;10;9;1:50;99;11,1
2020;10;9;2:00;99;11,1
2020;10;9;2:10;99;11,2
2020;10;9;2:20;99;11,2
2020;10;9;2:30;98;11,3
2020;10;9;2:40;98;11,3
2020;10;9;2:50;98;11,4
2020;10;9;3:00;97;11,4
2020;10;9;3:10;97;11,4
2020;10;9;3:20;97;11,4
2020;10;9;3:30;97;11,4
2020;10;9;3:40;96;11,4
2020;10;9;3:50;96;11,4
2020;10;9;4:00;95;11,5
2020;10;9;4:10;95;11,5
2020;10;9;4:20;96;11,4
2020;10;9;4:30;96;11,4
2020;10;9;4:40;96;11,4
2020;10;9;4:50;95;11,5
2020;10;9;5:00;97;11,4
2020;10;9;5:10;96;11,5
2020;10;9;5:20;96;11,5
2020;10;9;5:30;95;11,6
2020;10;9;5:40;95;11,6
2020;10;9;5:50;94;11,6
2020;10;9;6:00;95;11,6
2020;10;9;6:10;94;11,7
2020;10;9;6:20;94;11,7
2020;10;9;6:30;94;11,7
2020;10;9;6:40;95;11,8
2020;10;9;6:50;94;11,9
2020;10;9;7:00;95;11,9
2020;10;9;7:10;94;11,9
2020;10;9;7:20;95;11,7
2020;10;9;7:30;95;11,7
2020;10;9;7:40;97;11,5
2020;10;9;7:50;97;11,4
2020;10;9;8:00;96;11,5
2020;10;9;8:10;97;11,5
2020;10;9;8:20;97;11,5
2020;10;9;8:30;97;11,6
2020;10;9;8:40;95;11,7
2020;10;9;8:50;94;11,8
2020;10;9;9:00;95;11,7
2020;10;9;9:10;94;11,7
2020;10;9;9:20;94;11,8
2020;10;9;9:30;88;12,1
2020;10;9;9:40;86;12,5
2020;10;9;9:50;86;12,5
2020;10;9;10:00;85;12,1
2020;10;9;10:10;84;12,1
2020;10;9;10:20;85;12,1
2020;10;9;10:30;82;12,2
2020;10;9;10:40;82;12
2020;10;9;10:50;83;11,9
2020;10;9;11:00;83;11,8
2020;10;9;11:10;84;12,1
2020;10;9;11:20;82;12,1
2020;10;9;11:30;82;12,4
2020;10;9;11:40;80;12,3
2020;10;9;11:50;79;12,2
2020;10;9;12:00;79;12,2
2020;10;9;12:10;80;12
2020;10;9;12:20;80;12
2020;10;9;12:30;79;12
2020;10;9;12:40;80;12,1
2020;10;9;12:50;80;12,3
2020;10;9;13:00;80;12,1
2020;10;9;13:10;80;12
2020;10;9;13:20;80;11,9
2020;10;9;13:30;80;11,9
2020;10;9;13:40;81;11,8
2020;10;9;13:50;82;11,7
2020;10;9;14:00;82;11,7
2020;10;9;14:10;83;11,7
2020;10;9;14:20;84;11,6
2020;10;9;14:30;84;11,5
2020;10;9;14:40;82;11,6
2020;10;9;14:50;83;11,5
2020;10;9;15:00;83;11,4
2020;10;9;15:10;83;11,4
2020;10;9;15:20;83;11,2
2020;10;9;15:30;85;11
2020;10;9;15:40;84;11
2020;10;9;15:50;85;10,9
2020;10;9;16:00;85;10,9
2020;10;9;16:10;85;10,9
2020;10;9;16:20;85;11
2020;10;9;16:30;85;11
2020;10;9;16:40;84;11,1
2020;10;9;16:50;86;11,1
2020;10;9;17:00;88;10,9
2020;10;9;17:10;89;10,8
2020;10;9;17:20;90;10,8
2020;10;9;17:30;91;10,6
2020;10;9;17:40;92;10,6
2020;10;9;17:50;92;10,6
2020;10;9;18:00;91;10,8
2020;10;9;18:10;92;10,8
2020;10;9;18:20;93;10,7
2020;10;9;18:30;95;10,6
2020;10;9;18:40;96;10,6
2020;10;9;18:50;97;10,6
2020;10;9;19:00;97;10,6
2020;10;9;19:10;98;10,6
2020;10;9;19:20;98;10,7
2020;10;9;19:30;98;10,7
2020;10;9;19:40;99;10,7
2020;10;9;19:50;99;10,8
2020;10;9;20:00;98;10,9
2020;10;9;20:10;98;10,9
2020;10;9;20:20;98;11
2020;10;9;20:30;98;11,1
2020;10;9;20:40;97;11,2
2020;10;9;20:50;98;11,1
2020;10;9;21:00;98;11,2
2020;10;9;21:10;97;11,2
2020;10;9;21:20;97;11,1
2020;10;9;21:30;96;11
2020;10;9;21:40;95;10,8
2020;10;9;21:50;95;10,6
2020;10;9;22:00;96;10,2
2020;10;9;22:10;96;10
2020;10;9;22:20;97;9,7
2020;10;9;22:30;97;9,8
2020;10;9;22:40;97;9,4
2020;10;9;22:50;98;9,2
2020;10;9;23:00;97;9
2020;10;9;23:10;98;8,9
2020;10;9;23:20;98;8,6
2020;10;9;23:30;98;8,7
2020;10;9;23:40;98;8,6
2020;10;9;23:50;98;8,4
2020;10;10;0:00;98;8,4
2020;10;10;0:10;98;8,2
2020;10;10;0:20;99;7,9
2020;10;10;0:30;99;7,8
2020;10;10;0:40;99;7,7
2020;10;10;0:50;99;7,7
2020;10;10;1:00;99;7,5
2020;10;10;1:10;99;7,4
2020;10;10;1:20;99;7,4
2020;10;10;1:30;99;7,4
2020;10;10;1:40;99;7,3
2020;10;10;1:50;99;7,3
2020;10;10;2:00;98;7,2
2020;10;10;2:10;98;7,4
2020;10;10;2:20;97;7,6
2020;10;10;2:30;97;7,7
2020;10;10;2:40;97;7,7
2020;10;10;2:50;97;7,7
2020;10;10;3:00;97;7,8
2020;10;10;3:10;97;7,6
2020;10;10;3:20;98;7,8
2020;10;10;3:30;98;7,8
2020;10;10;3:40;98;7,9
2020;10;10;3:50;99;8,1
2020;10;10;4:00;99;8,3
2020;10;10;4:10;99;8,5
2020;10;10;4:20;98;8,8
2020;10;10;4:30;98;8,9
2020;10;10;4:40;98;8,9
2020;10;10;4:50;98;8,9
2020;10;10;5:00;97;8,9
2020;10;10;5:10;97;8,7
2020;10;10;5:20;97;8,8
2020;10;10;5:30;97;8,9
2020;10;10;5:40;96;9
2020;10;10;5:50;95;9,1
2020;10;10;6:00;96;9,3
2020;10;10;6:10;94;9,5
2020;10;10;6:20;94;9,6
2020;10;10;6:30;94;9,8
2020;10;10;6:40;92;9,9
2020;10;10;6:50;90;10,1
2020;10;10;7:00;89;10,4
2020;10;10;7:10;88;10,6
2020;10;10;7:20;87;10,8
2020;10;10;7:30;87;10,9
2020;10;10;7:40;85;11
2020;10;10;7:50;84;11,2
2020;10;10;8:00;83;11,5
2020;10;10;8:10;82;11,6
2020;10;10;8:20;80;11,4
2020;10;10;8:30;80;11,5
2020;10;10;8:40;78;12,1
2020;10;10;8:50;74;11,9
2020;10;10;9:00;75;12,3
2020;10;10;9:10;72;12,3
2020;10;10;9:20;70;12,4
2020;10;10;9:30;68;12,4
2020;10;10;9:40;68;12,4
2020;10;10;9:50;66;12,5
2020;10;10;10:00;66;12,8
2020;10;10;10:10;65;12,8
2020;10;10;10:20;64;13,1
2020;10;10;10:30;65;12,9
2020;10;10;10:40;62;13
2020;10;10;10:50;60;13,1
2020;10;10;11:00;61;13,1
2020;10;10;11:10;59;13,2
2020;10;10;11:20;59;13,1
2020;10;10;11:30;58;13,5
2020;10;10;11:40;59;13,4
2020;10;10;11:50;59;13,3
2020;10;10;12:00;59;13,3
2020;10;10;12:10;60;13,2
2020;10;10;12:20;61;13,7
2020;10;10;12:30;64;12,9
2020;10;10;12:40;66;12,9
2020;10;10;12:50;67;13,4
2020;10;10;13:00;69;12,8
2020;10;10;13:10;71;12,7
2020;10;10;13:20;72;12,5
2020;10;10;13:30;74;12,3
2020;10;10;13:40;75;12,2
2020;10;10;13:50;75;12,1
2020;10;10;14:00;75;11,9
2020;10;10;14:10;76;11,8
2020;10;10;14:20;77;11,6
2020;10;10;14:30;77;11,4
2020;10;10;14:40;78;11,2
2020;10;10;14:50;80;11
2020;10;10;15:00;81;10,7
2020;10;10;15:10;82;10,5
2020;10;10;15:20;85;10,2
2020;10;10;15:30;86;10
2020;10;10;15:40;88;9,9
2020;10;10;15:50;88;9,7
2020;10;10;16:00;89;9,5
2020;10;10;16:10;90;9,4
2020;10;10;16:20;91;9,1
2020;10;10;16:30;92;9,1
2020;10;10;16:40;92;9,1
2020;10;10;16:50;93;8,9
2020;10;10;17:00;94;8,9
2020;10;10;17:10;95;8,8
2020;10;10;17:20;95;8,6
2020;10;10;17:30;97;8,6
2020;10;10;17:40;97;8,6
2020;10;10;17:50;97;8,5
2020;10;10;18:00;98;8,3
2020;10;10;18:10;98;8,3
2020;10;10;18:20;98;8,1
2020;10;10;18:30;98;8,3
2020;10;10;18:40;99;8,3
2020;10;10;18:50;99;8,1
2020;10;10;19:00;99;8,2
2020;10;10;19:10;99;8
2020;10;10;19:20;99;7,9
2020;10;10;19:30;100;7,8
2020;10;10;19:40;99;7,9
2020;10;10;19:50;99;7,8
2020;10;10;20:00;99;7,9
2020;10;10;20:10;99;8,2
2020;10;10;20:20;98;8,3
2020;10;10;20:30;98;8,1
2020;10;10;20:40;99;8,1
2020;10;10;20:50;99;8
2020;10;10;21:00;99;8
2020;10;10;21:10;99;8
2020;10;10;21:20;99;7,9
2020;10;10;21:30;99;7,8
2020;10;10;21:40;99;7,7
2020;10;10;21:50;99;7,4
2020;10;10;22:00;100;7,3
2020;10;10;22:10;100;4,8
2020;10;10;22:20;100;4,8
2020;10;10;22:30;100;5,1
2020;10;10;22:40;100;4,6
2020;10;10;22:50;100;4,9
2020;10;10;23:00;100;6,1
2020;10;10;23:10;100;7
2020;10;10;23:20;100;7
2020;10;10;23:30;100;7
2020;10;10;23:40;100;7,1
2020;10;10;23:50;100;7,1
2020;10;11;0:00;100;7,1
2020;10;11;0:10;100;7,2
2020;10;11;0:20;100;6,9
2020;10;11;0:30;100;6,8
2020;10;11;0:40;100;7
2020;10;11;0:50;100;7,1
2020;10;11;1:00;100;7,1
2020;10;11;1:10;100;7,1
2020;10;11;1:20;100;7
2020;10;11;1:30;100;6,9
2020;10;11;1:40;100;6,9
2020;10;11;1:50;100;6,8
2020;10;11;2:00;100;6,7
2020;10;11;2:10;99;6,6
2020;10;11;2:20;100;6,6
2020;10;11;2:30;100;6,6
2020;10;11;2:40;100;6,7
2020;10;11;2:50;99;6,8
2020;10;11;3:00;99;6,8
2020;10;11;3:10;100;6,9
2020;10;11;3:20;99;7
2020;10;11;3:30;99;7
2020;10;11;3:40;99;7
2020;10;11;3:50;99;7,1
2020;10;11;4:00;99;7
2020;10;11;4:10;99;7
2020;10;11;4:20;99;7
2020;10;11;4:30;99;7,1
2020;10;11;4:40;99;7,1
2020;10;11;4:50;99;7,1
2020;10;11;5:00;99;7,2
2020;10;11;5:10;98;7,4
2020;10;11;5:20;98;7,5
2020;10;11;5:30;98;7,4
2020;10;11;5:40;98;7,5
2020;10;11;5:50;98;7,5
2020;10;11;6:00;98;7,5
2020;10;11;6:10;98;7,6
2020;10;11;6:20;97;7,6
2020;10;11;6:30;98;7,6
2020;10;11;6:40;98;7,6
2020;10;11;6:50;97;7,7
2020;10;11;7:00;97;7,8
2020;10;11;7:10;97;7,9
2020;10;11;7:20;97;7,9
2020;10;11;7:30;97;7,9
2020;10;11;7:40;97;8
2020;10;11;7:50;95;8
2020;10;11;8:00;95;8,1
2020;10;11;8:10;94;8,2
2020;10;11;8:20;94;8,3
2020;10;11;8:30;94;8,4
2020;10;11;8:40;93;8,5
2020;10;11;8:50;93;8,5
2020;10;11;9:00;94;8,5
2020;10;11;9:10;95;8,5
2020;10;11;9:20;96;8,6
2020;10;11;9:30;96;8,8
2020;10;11;9:40;96;8,9
2020;10;11;9:50;95;9,1
2020;10;11;10:00;96;9,5
2020;10;11;10:10;95;9,5
2020;10;11;10:20;94;9,6
2020;10;11;10:30;95;9,6
2020;10;11;10:40;96;9,6
2020;10;11;10:50;97;9,6
2020;10;11;11:00;98;9,6
2020;10;11;11:10;98;9,6
2020;10;11;11:20;98;9,6
2020;10;11;11:30;98;9,7
2020;10;11;11:40;98;9,7
2020;10;11;11:50;98;9,8
2020;10;11;12:00;98;9,8
2020;10;11;12:10;98;9,9
2020;10;11;12:20;99;10
2020;10;11;12:30;99;10
2020;10;11;12:40;99;10,1
2020;10;11;12:50;99;10,2
2020;10;11;13:00;99;10,3
2020;10;11;13:10;99;10,4
2020;10;11;13:20;99;10,4
2020;10;11;13:30;99;10,5
2020;10;11;13:40;99;10,7
2020;10;11;13:50;99;10,7
2020;10;11;14:00;99;10,8
2020;10;11;14:10;99;10,9
2020;10;11;14:20;99;11
2020;10;11;14:30;99;11
2020;10;11;14:40;99;11
2020;10;11;14:50;99;11
2020;10;11;15:00;98;11
2020;10;11;15:10;99;11
2020;10;11;15:20;99;11
2020;10;11;15:30;99;10,9
2020;10;11;15:40;99;10,9
2020;10;11;15:50;99;10,9
2020;10;11;16:00;98;10,9
2020;10;11;16:10;99;10,9
2020;10;11;16:20;98;10,8
2020;10;11;16:30;97;10,8
2020;10;11;16:40;98;10,7
2020;10;11;16:50;98;10,5
2020;10;11;17:00;98;10,3
2020;10;11;17:10;98;10
2020;10;11;17:20;99;10,1
2020;10;11;17:30;98;10
2020;10;11;17:40;99;9,9
2020;10;11;17:50;99;9,8
2020;10;11;18:00;99;9,5
2020;10;11;18:10;99;9,6
2020;10;11;18:20;100;9,6
2020;10;11;18:30;100;9,7
2020;10;11;18:40;100;9,7
2020;10;11;18:50;100;9,3
2020;10;11;19:00;100;9
2020;10;11;19:10;100;9,2
2020;10;11;19:20;100;9
2020;10;11;19:30;100;8,7
2020;10;11;19:40;100;9,1
2020;10;11;19:50;100;9,4
2020;10;11;20:00;100;9,1
2020;10;11;20:10;100;9,2
2020;10;11;20:20;99;9,1
2020;10;11;20:30;100;9,1
2020;10;11;20:40;100;9,3
2020;10;11;20:50;100;9,4
2020;10;11;21:00;100;9,4
2020;10;11;21:10;100;9,3
2020;10;11;21:20;100;9,2
2020;10;11;21:30;100;9,2
2020;10;11;21:40;100;9,2
2020;10;11;21:50;100;9,2
2020;10;11;22:00;100;9,3
2020;10;11;22:10;100;9
2020;10;11;22:20;100;8,9
2020;10;11;22:30;100;8,5
2020;10;11;22:40;100;8,4
2020;10;11;22:50;100;8,5
2020;10;11;23:00;100;8,7
2020;10;11;23:10;100;8,6
2020;10;11;23:20;100;8,6
2020;10;11;23:30;100;8,6
2020;10;11;23:40;100;8,7
2020;10;11;23:50;100;8,7
2020;10;12;0:00;100;8,8
2020;10;12;0:10;100;8,8
2020;10;12;0:20;100;8,9
2020;10;12;0:30;100;8,8
2020;10;12;0:40;100;8,8
2020;10;12;0:50;100;8,7
2020;10;12;1:00;100;8,7
2020;10;12;1:10;100;8,8
2020;10;12;1:20;100;8,7
2020;10;12;1:30;100;8,6
2020;10;12;1:40;100;8,7
2020;10;12;1:50;100;8,6
2020;10;12;2:00;100;8,6
2020;10;12;2:10;100;8,6
2020;10;12;2:20;100;8,5
2020;10;12;2:30;100;8,5
2020;10;12;2:40;100;8,5
2020;10;12;2:50;100;8,5
2020;10;12;3:00;100;8,6
2020;10;12;3:10;100;8,6
2020;10;12;3:20;100;8,4
2020;10;12;3:30;100;8,4
2020;10;12;3:40;100;8,4
2020;10;12;3:50;100;8,4
2020;10;12;4:00;100;8,4
2020;10;12;4:10;100;8,4
2020;10;12;4:20;100;8,3
2020;10;12;4:30;100;8,3
2020;10;12;4:40;100;8,3
2020;10;12;4:50;100;8,3
2020;10;12;5:00;100;8,3
2020;10;12;5:10;100;8,3
2020;10;12;5:20;100;8,2
2020;10;12;5:30;100;8,1
2020;10;12;5:40;100;8,2
2020;10;12;5:50;100;8,3
2020;10;12;6:00;100;8,4
2020;10;12;6:10;100;8,3
2020;10;12;6:20;100;8,2
2020;10;12;6:30;100;8,3
2020;10;12;6:40;100;8,2
2020;10;12;6:50;100;8,3
2020;10;12;7:00;100;8,3
2020;10;12;7:10;100;8,3
2020;10;12;7:20;100;8,3
2020;10;12;7:30;100;8,4
